"","x"
"1",-0.645010879575573
"2",1.41093872558987
"3",-0.684891668147968
"4",-0.766172513428848
"5",-1.01457285367976
"6",-0.438390413067168
"7",-0.0190724075059918
"8",-1.21701533281392
"9",1.58679401234243
"10",-0.636654904827072
"11",-0.639693441099254
"12",-1.25271813401206
"13",-0.0726266093032072
"14",1.46449292738708
"15",0.330359263794988
"16",-0.592596128880426
"17",1.74441808146189
"18",0.774745193601669
"19",0.275665610895704
"20",2.15424066117249
"21",-1.02862608393861
"22",-0.441049132305327
"23",-0.92493603365038
"24",1.64908400592216
"25",-0.602471371765019
"26",-0.0893385588002106
"27",0.126777333558765
"28",1.75277405621039
"29",-1.34577330734765
"30",-0.380658223895702
"31",0.00523588267146772
"32",-0.723253188584271
"33",4.37844921241004
"34",-0.984187490957938
"35",1.14658606990999
"36",0.0679056932852304
"37",0.212995800281942
"38",0.499377843935136
"39",2.22222791026258
"40",0.0470157564139762
"41",-0.355970116684219
"42",-0.186571719510049
"43",-1.32374391937432
"44",0.181470986458049
"45",-0.0110962497915129
"46",0.175393913913684
"47",-0.883535976941894
"48",-0.667040267548896
"49",0.901224265931263
"50",0.371759320503474
"51",-0.871761648887188
"52",-0.764273428258734
"53",1.0850557103983
"54",-1.33969623480328
"55",-0.108329410501351
"56",1.37295702218759
"57",0.559009118276717
"58",-1.26525209613481
"59",0.00751478487560454
"60",0.0918341664286671
"61",0.461396140532856
"62",0.965033527647094
"63",-0.888473598384191
"64",-0.126940445168468
"65",-0.691348557726356
"66",-0.413322488821663
"67",0.41999608382437
"68",-0.215817631129804
"69",0.414298828314028
"70",-0.778326658517578
"71",0.826400310228771
"72",-0.919238778140038
"73",2.02586250367279
"74",-0.850112077947888
"75",-0.991404014604371
"76",0.535840279201325
"77",0.845770978963934
"78",-0.0342650888669039
"79",-0.269751649961043
"80",-0.664761365344759
"81",0.576100884807743
"82",0.709416663749747
"83",-1.48516615883402
"84",-0.64994850101787
"85",-0.283804880219886
"86",2.08207542470816
"87",0.0868965449863707
"88",-0.0897183758342334
"89",0.262372014704906
"90",-0.550056621069872
"91",-1.11408491659374
"92",-0.295579208274593
"93",0.364162979823018
"94",-0.333560911676874
"95",-0.337738899051125
"96",-0.230250678422671
"97",-0.651847586187984
"98",0.599269723883134
"99",0.109685567027739
"100",-1.17105747169716
"101",1.4663920125572
"102",0.767148852921213
"103",-0.325584753962395
"104",0.687007458742402
"105",1.96585141229718
"106",-0.864545125240754
"107",-0.648429232881779
"108",1.06530522462911
"109",0.488363149948475
"110",-0.191889157986368
"111",-0.257597504872313
"112",-0.472953763163243
"113",-0.00387972614507959
"114",-0.954941579338182
"115",-0.941268166113361
"116",0.754614890798461
"117",1.26736788672925
"118",-0.806053302001242
"119",-1.61506358446982
"120",-0.678814595603603
"121",-0.0737660604052756
"122",-1.73280686501689
"123",-1.01837102401999
"124",1.8727962389616
"125",-0.705781605019222
"126",-1.11826290396799
"127",-0.501440040714953
"128",0.859824209222778
"129",-0.226832325116466
"130",2.99173722119278
"131",0.012452406317901
"132",-0.0540155746360898
"133",-0.80301476572906
"134",-0.0790834988815949
"135",0.789558057928559
"136",1.6179390091323
"137",-0.190749706884299
"138",2.89070589014271
"139",0.0151111255560606
"140",0.559009118276717
"141",-0.0179329564039233
"142",-0.807952387171356
"143",-1.55049468868594
"144",0.315546399468099
"145",-0.0441403317514969
"146",-1.73280686501689
"147",1.48234432798615
"148",-1.10041150336892
"149",-0.280006709879658
"150",-0.437630778999122
"151",-1.63253516803486
"152",-0.158085441958338
"153",0.302252803277301
"154",-0.721354103414157
"155",-0.158465258992361
"156",-1.03774169275515
"157",0.158302147382658
"158",-0.0213513097101286
"159",-0.199485498666824
"160",-0.993682916808508
"161",0.163239768824954
"162",0.442405288831716
"163",0.656622096020577
