"","Genotype","Seconds1","area1","treatment","Family","Seconds2","area2","Seconds3","area3","Seconds4","area4","Seconds5","area5","RGR1","RGR2","RGR3","RGR4","GXE"
"102","b|CBMCK1-1-0|N|37",1559061350,51347,"Garlic Mustard","CBMCK1",1560364051,95278,1561474326,114777,1562938220,112829,1565357449,115479,4.74546670329445e-07,1.67699156801974e-07,-1.16932763990961e-08,9.59615523338091e-09,"Garlic Mustard-CBMCK1"
"103","b|CBMCK1-1-0|N|38",1559057052,19189,"Alone","CBMCK1",1560356785,39657,1561472369,51448,1562874779,63172,1565292025,76329,5.58522618936172e-07,2.33334389492131e-07,1.46383422947103e-07,7.82674910654414e-08,"Alone-CBMCK1"
"104","b|CBMCK1-1-0|N|39",1559057958,24906,"Garlic Mustard","CBMCK1",1560357299,79278,1561473058,93599,1562875706,89371,1565293520,88403,8.91107049158903e-07,1.48830560188765e-07,-3.29544225621264e-08,-4.50420878054483e-09,"Garlic Mustard-CBMCK1"
"105","b|CBMCK1-1-0|N|40",1559055119,43455,"Garlic Mustard","CBMCK1",1560355531,109075,1561400697,107749,1562873475,133005,1565291542,129747,7.07706326241415e-07,-1.1702706375199e-08,1.42983038381717e-07,-1.02562588665531e-08,"Garlic Mustard-CBMCK1"
"106","b|CRSOSO-3-40|Q|69",1559080789,32574,"Garlic Mustard","CRSOSO",1560373531,55373,1561485012,51693,1562945439,59802,1565365794,56767,4.10428133517897e-07,-6.18721638089094e-08,9.97767977340206e-08,-2.15191301439155e-08,"Garlic Mustard-CRSOSO"
"107","b|CRSOSO-3-40|Q|70",1559079858,29149,"Garlic Mustard","CRSOSO",1560372518,53943,1561483276,66965,1562944234,55945,1565364734,46426,4.76155622226165e-07,1.94679814434354e-07,-1.23070635555164e-07,-7.70540872276097e-08,"Garlic Mustard-CRSOSO"
"108","b|CRSOSO-3-40|Q|71",1559080612,30112,"Garlic Mustard","CRSOSO",1560373387,90914,1561484574,90705,1562945061,98458,1565365487,49788,8.54742891317399e-07,-2.07122863436467e-09,5.61576918610522e-08,-2.81709116563625e-07,"Garlic Mustard-CRSOSO"
"109","b|CRSOSO-3-40|Q|72",1559058065,11571,"Garlic Mustard","CRSOSO",1560357336,33574,1561472982,45065,1562875616,49056,1565292930,36236,8.19882834301714e-07,2.63841697194407e-07,6.04980420273782e-08,-1.25308256553498e-07,"Garlic Mustard-CRSOSO"
"110","b|CRSOSO-3-40|Q|73",1558994560,24482,"Garlic Mustard","CRSOSO",1560283061,64746,1561397931,76021,1562870525,27268,1565287476,33346,7.54779211623685e-07,1.43996784645723e-07,-6.96251488466672e-07,8.32552962959237e-08,"Garlic Mustard-CRSOSO"
"111","b|CRSOSO-3-40|Q|74",1559071277,40932,"Maple","CRSOSO",1560366286,96060,1561476870,114186,1562940447,101602,1565359854,99182,6.58729663664244e-07,1.55643968872473e-07,-7.97808914549356e-08,-9.96387700639691e-09,"Maple-CRSOSO"
"112","b|CRSOSO-3-40|Q|75",1558983917,55403,"Maple","CRSOSO",1560277367,234786,1561391198,292793,1562860997,247204,1565281768,228919,1.11642561912072e-06,1.98227032408158e-07,-1.1515313863675e-07,-3.17442986095415e-08,"Maple-CRSOSO"
"113","b|CRSOSO-3-40|Q|76",1558995181,34508,"Maple","CRSOSO",1560283466,84107,1561398413,76776,1562871658,85882,1565286945,86471,6.91538453483304e-07,-8.1795553012604e-08,7.60784321232067e-08,2.82982376889731e-09,"Maple-CRSOSO"
"114","b|CRSOSO-3-40|Q|77",1558985302,6381,"Alone","CRSOSO",1560278382,13705,1561391917,82656,1562861776,193599,1565282924,204270,5.91174486395691e-07,1.6137137020019e-06,5.7903621546451e-07,2.21604125906823e-08,"Alone-CRSOSO"
"115","b|CRSOSO-3-40|Q|78",1558995309,29797,"Maple","CRSOSO",1560283505,94484,1561398371,96259,1562871490,90147,1565286868,122440,8.95844103453763e-07,1.66943536662515e-08,-4.45319109077758e-08,1.26762536899741e-07,"Maple-CRSOSO"
"116","b|CWRIC2-X2|Q|85",1559056782,50374,"Garlic Mustard","CWRIC2",1560356586,83174,1561472514,114397,1562875005,145437,1565292784,143326,3.85796343168414e-07,2.85627796629138e-07,1.71172683695009e-07,-6.04738780251706e-09,"Garlic Mustard-CWRIC2"
"117","b|CWRIC2-X2|Q|86",1558985264,30337,"Alone","CWRIC2",1560278350,92041,1561391889,140437,1562861746,141085,1565282828,140916,8.58307985922969e-07,3.7944325226783e-07,3.13197541519882e-09,-4.95058595081477e-10,"Alone-CWRIC2"
"118","b|CWRIC2-X2|Q|87",1559063160,24973,"Maple","CWRIC2",1560365078,82293,1561475805,92297,1562939252,79882,1565358430,95043,9.15949244222528e-07,1.03288736912274e-07,-9.87128966621329e-08,7.18338522350157e-08,"Maple-CWRIC2"
"119","b|CWRIC2-X2|Q|88",1558985562,19684,"Alone","CWRIC2",1560278663,98800,1561392062,143786,1562861914,160267,1565283146,156842,1.24761444137008e-06,3.37011689747063e-07,7.38272229524479e-08,-8.9220055020626e-09,"Alone-CWRIC2"
"120","b|CWRIC2-X2|Q|89",1559057415,44476,"Maple","CWRIC2",1560356988,122725,1561472748,113087,1562875335,117105,1565293050,59457,7.81022968392783e-07,-7.33030812694281e-08,2.48922414462869e-08,-2.80354634863929e-07,"Maple-CWRIC2"
"121","b|DVGM-20|Q|111",1559080153,22866,"Garlic Mustard","DVGM",1560372841,70500,1561483518,107818,1562944607,91478,1565364991,104011,8.71023494221687e-07,3.82498161570838e-07,-1.1248193245167e-07,5.30486718494308e-08,"Garlic Mustard-DVGM"
"122","b|DVGM-20|Q|112",1558988479,19826,"Maple","DVGM",1560280764,61179,1561393646,94242,1562863347,101672,1565289658,82939,8.7195145480108e-07,3.88236981738072e-07,5.16336339778083e-08,-8.39325823205797e-08,"Maple-DVGM"
"123","b|DVGM-20|Q|113",1558975389.5,6260.5,"Alone","DVGM",1560271020,79116,1561390683,228531,1562860419,194313,1565281029,134507,1.95785378299777e-06,9.47389293572413e-07,-1.10361049561293e-07,-1.519674869942e-07,"Alone-DVGM"
"124","b|DVGM-20|Q|114",1558983617,19986,"Maple","DVGM",1560277082,87262,1561391014,233891,1562860846,186760,1565281549,172661,1.13948429915179e-06,8.85099007323446e-07,-1.53099690825248e-07,-3.24262148568917e-08,"Maple-DVGM"
"125","b|EFCC2-4-80|Q|138",1559081166,25443,"Garlic Mustard","EFCC2",1560373911,57382,1561485160,60326,1562945715,49741,1565366022,38183,6.29118665512849e-07,4.50236832185038e-08,-1.32096117936105e-07,-1.09258516517041e-07,"Garlic Mustard-EFCC2"
"126","b|EFCC2-4-80|Q|139",1559056253,18757,"Garlic Mustard","EFCC2",1560356267,78494,1561472247,75669,1562874243,73565,1565292450,66772,1.10110750550992e-06,-3.28443371780282e-08,-2.01136067380633e-08,-4.00650308913874e-08,"Garlic Mustard-EFCC2"
"127","b|EFCC2-4-80|Q|140",1558973348,17538,"Maple","EFCC2",1560270039,143340,1561389400,178704,1562859728,172226,1565280009,166550,1.62016199326486e-06,1.96997550596008e-07,-2.51122456881093e-08,-1.38463274225907e-08,"Maple-EFCC2"
"128","b|EFCC2-4-80|Q|141",1559056755,34088,"Garlic Mustard","EFCC2",1560356612,85363,1561472493,77749,1562874978,66959,1565292768,72124,7.06206402277642e-07,-8.37249333958773e-08,-1.06528909371381e-07,3.07331770474469e-08,"Garlic Mustard-EFCC2"
"129","b|EFCC2-4-80|Q|142",1558971338,14914,"Alone","EFCC2",1560269314,112686,1561388972,116844,1562859356,105650,1565279620,123773,1.55804484875318e-06,3.23621338460177e-08,-6.84909300717054e-08,6.54133180111863e-08,"Alone-EFCC2"
"130","b|EFCC2-4-80|Q|143",1559056590,18192,"Garlic Mustard","EFCC2",1560356470,34186,1561472112,22871,1562874072,24990,1565292611,10339,4.8530192519763e-07,-3.60282663301358e-07,6.32015266937997e-08,-3.64911457802543e-07,"Garlic Mustard-EFCC2"
"131","b|JARI1-1-80|Q|164",1559075293,27511,"Garlic Mustard","JARI1",1560372222,54145,1561483054,55506,1562943989,28240,1565364438,35448,5.22063820291234e-07,2.2348554900196e-08,-4.62547416820185e-07,9.39195253740726e-08,"Garlic Mustard-JARI1"
"132","b|JARI1-1-80|Q|165",1558997463,35140,"Alone","JARI1",1560353986,108837,1561399112,122008,1562872493,139263,1565285509,128140,8.33388941713784e-07,1.09302865122985e-07,8.97782823092515e-08,-3.44965866409899e-08,"Alone-JARI1"
"133","b|JARI1-1-80|Q|166",1559071138,36629,"Alone","JARI1",1560366207,157174,1561476928,101866,1562940554,100994,1565359957,152213,1.12466069029769e-06,-3.90462814526496e-07,-5.87384684623041e-09,1.69554119992826e-07,"Alone-JARI1"
"134","b|JARI1-1-80|Q|167",1558993865,30092,"Maple","JARI1",1560282110,82806,1561397427,93256,1562869567,117982,1565287980,129314,7.8575206333887e-07,1.06559728833661e-07,1.59756321300611e-07,3.79221765629535e-08,"Maple-JARI1"
"135","b|JARI1-1-80|Q|169",1558983392,29955,"Maple","JARI1",1560271409,127197,1561390941,105157,1562860667,146170,1565281452,181358,1.12268767429804e-06,-1.69966195003699e-07,2.24066156823687e-07,8.91044229236525e-08,"Maple-JARI1"
"136","b|JARI1-1-80|Q|172",1559055033,20925,"Maple","JARI1",1560355490,101854,1561400728,138332,1562873527,159012,1565291608,90085,1.21695357783259e-06,2.92867440352295e-07,9.45974828259514e-08,-2.34990474679234e-07,"Maple-JARI1"
"137","b|JBBLB2-1-20|Q|200",1559073208,10476,"Maple","JBBLB2",1560370829,86620,1561478323,136005,1562942645,117428,1565363162,68993,1.62793589895741e-06,4.07370978063673e-07,-1.00296430673821e-07,-2.19713527991502e-07,"Maple-JBBLB2"
"138","b|JBBLB2-1-20|Q|202",1558992654,1456,"Maple","JBBLB2",1560281405,1310,1561397144,20270,1562868974,36186,1565288499,37432,-8.19908675620304e-08,2.45497811159317e-06,3.93748152458501e-07,1.39918578510288e-08,"Maple-JBBLB2"
"139","b|JBBLB2-1-20|Q|203",1559070339,35247,"Garlic Mustard","JBBLB2",1560365550,69720,1561476484,81130,1562939953,75038,1565359245,83594,5.26637591402694e-07,1.36430774245054e-07,-5.33377574217244e-08,4.46316919534117e-08,"Garlic Mustard-JBBLB2"
"140","b|JBBLB2-1-20|Q|204",1558993593,4755,"Alone","JBBLB2",1560281955,35194,1561397246,63750,1562869261,98653,1565288148,120191,1.55366187261982e-06,5.3268032334966e-07,2.96627044228504e-07,8.16381672815954e-08,"Alone-JBBLB2"
"141","b|JBBLB2-1-20|Q|205",1558997936,983,"Alone","JBBLB2",1560354407,33037,1561399271,84008,1562872660,89682,1565284989,135578,2.591116436941e-06,8.93210874242843e-07,4.4358989803806e-08,1.71318688464143e-07,"Alone-JBBLB2"
"142","b|JBBLB2-1-20|Q|206",1559082651,35222,"Maple","JBBLB2",1560375187,127514,1561486607,163433,1562947246,123411,1565368035,162072,9.95372875586556e-07,2.23297185517039e-07,-1.92301363934593e-07,1.12575045754638e-07,"Maple-JBBLB2"
"143","b|JBCHY1-1-50|Q|223",1559070728,27593,"Garlic Mustard","JBCHY1",1560365874,115692,1561476713,134203,1562940201,119852,1565359536,143382,1.10672416090799e-06,1.33612604087507e-07,-7.72783451008639e-08,7.40925704819973e-08,"Garlic Mustard-JBCHY1"
"144","b|JBCHY1-1-50|Q|224",1559057740,14161,"Alone","JBCHY1",1560357148,70756,1561473162,99551,1562875925,104234,1565293652,108225,1.23806043316675e-06,3.05939474847005e-07,3.27698235686893e-08,1.55410522553587e-08,"Alone-JBCHY1"
"145","b|JBCHY1-1-50|Q|226",1559082722,22762,"Garlic Mustard","JBCHY1",1560375249,86497,1561486526,94034,1562947131,58912,1565367777,79542,1.03287378321364e-06,7.51807944767565e-08,-3.20149262770256e-07,1.24033162632661e-07,"Garlic Mustard-JBCHY1"
"146","b|JBCHY1-1-50|Q|227",1559062562,40171,"Garlic Mustard","JBCHY1",1560364707,67977,1561475673,71086,1562939031,92196,1565358265,56403,4.03967354178332e-07,4.02541562807982e-08,1.77691538242394e-07,-2.03119829290899e-07,"Garlic Mustard-JBCHY1"
"147","b|JBCHY1-1-50|Q|228",1559057235,41625,"Alone","JBCHY1",1560356875,142982,1561472850,132969,1562875449,161246,1565293177,156060,9.49507401981021e-07,-6.50576669407748e-08,1.37469890410347e-07,-1.35212068843301e-08,"Alone-JBCHY1"
"148","b|JBCHY1-1-50|Q|242",1559083443,34449,"Maple","JBCHY1",1560375650,120074,1561486943,144440,1562947660,110868,1565368433,130840,9.66275720473418e-07,1.66253163676276e-07,-1.81091814453209e-07,6.84223172489009e-08,"Maple-JBCHY1"
"149","b|KVEDG1-1-80|Q|278",1559069632,76857,"Garlic Mustard","KVEDG1",1560365146,96166,1561476264,82519,1562939803,57095,1565359001,106062,1.7300416088002e-07,-1.37741711493952e-07,-2.51658495401662e-07,2.55996938501184e-07,"Garlic Mustard-KVEDG1"
"150","b|KVEDG1-1-80|Q|279",1559081715,38445,"Garlic Mustard","KVEDG1",1560374456,63455,1561485603,64688,1562946024,76642,1565366606,71289,3.87627796115373e-07,1.73196882467296e-08,1.1611002338168e-07,-2.99114806014215e-08,"Garlic Mustard-KVEDG1"
"151","b|KVEDG1-1-80|Q|280",1559069807,37610,"Garlic Mustard","KVEDG1",1560365280,56085,1561476155,63395,1562939670,58963,1565358884,56769,3.08457547640855e-07,1.10288373473815e-07,-4.95210950618239e-08,-1.56743993919027e-08,"Garlic Mustard-KVEDG1"
"152","b|KVEDG1-1-80|Q|281",1559072741,26831,"Garlic Mustard","KVEDG1",1560370523,49998,1561478176,54393,1562942487,51158,1565363007,61731,4.79606797732126e-07,7.6063951872704e-08,-4.18740187069078e-08,7.76144600946713e-08,"Garlic Mustard-KVEDG1"
"153","b|MAVBEL2-1-20|N|310",1559057603,40418,"Garlic Mustard","MAVBEL2",1560357109,86924,1561472599,79655,1562875207,75961,1565293365,70060,5.89269263367336e-07,-7.82878955729144e-08,-3.38546182139545e-08,-3.34419971365309e-08,"Garlic Mustard-MAVBEL2"
"154","b|MAVBEL2-1-20|N|311",1558987090,41685,"Garlic Mustard","MAVBEL2",1560279928,77184,1561393086,49044,1562862742,56980,1565290487,58727,4.765104597808e-07,-4.07376425713623e-07,1.02052776091563e-07,1.24392215577987e-08,"Garlic Mustard-MAVBEL2"
"155","b|MAVBEL2-1-20|N|312",1558984519,18869,"Maple","MAVBEL2",1560277874,85710,1561391519,134172,1562861371,139732,1565282378,126747,1.17017303146098e-06,4.02420029760329e-07,2.76243753488327e-08,-4.02862646643866e-08,"Maple-MAVBEL2"
"156","b|MAVBEL2-1-20|N|313",1559073007,18069,"Garlic Mustard","MAVBEL2",1560370720,29003,1561478409,29232,1562942769,29132,1565363269,34639,3.6464265225226e-07,7.10012171622095e-09,-2.34011669260396e-09,7.15319101679771e-08,"Garlic Mustard-MAVBEL2"
"157","b|MAVBEL2-1-20|N|314",1559074951,6367,"Garlic Mustard","MAVBEL2",1560371967,21293,1561479130,24689,1562943712,29009,1565363984,27969,9.30790351984381e-07,1.33656399378382e-07,1.10098530746546e-07,-1.50848221540387e-08,"Garlic Mustard-MAVBEL2"
"158","b|MAVBEL2-1-20|N|315",1558993653,12625,"Maple","MAVBEL2",1560281991,108469,1561397209,117839,1562869108,114831,1565288076,119115,1.66942637934243e-06,7.42947730083679e-08,-1.75676481604491e-08,1.51419658050285e-08,"Maple-MAVBEL2"
"159","b|MHBUR1-4-20|Q|342",1559073831,64541,"Garlic Mustard","MHBUR1",1560371211,128132,1561478776,160197,1562943284,134803,1565363638,146950,5.28573202743777e-07,2.01652566955918e-07,-1.17848352104401e-07,3.564682663837e-08,"Garlic Mustard-MHBUR1"
"160","b|MHBUR1-4-20|Q|343",1559062878,29421,"Garlic Mustard","MHBUR1",1560364942,47166,1561475934,53500,1562939421,47581,1565358607,51575,3.62474186339061e-07,1.13419682466018e-07,-8.01155951599688e-08,3.33184538391144e-08,"Garlic Mustard-MHBUR1"
"161","b|MHBUR1-4-20|Q|345",1559081228,15599,"Alone","MHBUR1",1560373979,113502,1561485100,158928,1562945641,114807,1565365905,98717,1.53518631838216e-06,3.02965034016474e-07,-2.226564073427e-07,-6.23879407039448e-08,"Alone-MHBUR1"
"162","b|MHBUR1-4-20|Q|346",1558994541,19818,"Garlic Mustard","MHBUR1",1560283083,56603,1561397911,50156,1562870327,56821,1565287498,70441,8.14464232986866e-07,-1.08468605928249e-07,8.47368049380753e-08,8.88929679772419e-08,"Garlic Mustard-MHBUR1"
"163","b|MHBUR1-4-20|Q|347",1558993272,16203,"Garlic Mustard","MHBUR1",1560281673,61742,1561397016,51971,1562868655,54715,1565288346,66918,1.03831648856251e-06,-1.54462386686203e-07,3.49623951015627e-08,8.32048779658428e-08,"Garlic Mustard-MHBUR1"
"164","b|MHBUR1-4-20|Q|353",1558997084,17413,"Alone","MHBUR1",1560353688,116015,1561398967,140836,1562872326,133760,1565285846,108609,1.39797792089223e-06,1.85478326618797e-07,-3.49873612097986e-08,-8.63025259132515e-08,"Alone-MHBUR1"
"165","b|MHBUR1-4-20|Q|354",1558974637,8371,"Alone","MHBUR1",1560270733,15100,1561390447,20342,1562860193,74854,1565280719,134415,4.5515254436628e-07,2.66133111118131e-07,8.86446933992756e-07,2.41845152397773e-07,"Alone-MHBUR1"
"166","b|MHNAT1-2-0|Q|357",1559072521,18468,"Alone","MHNAT1",1560370433,67349,1561478269,75461,1562942575,75235,1565363103,103252,9.96869240974313e-07,1.02657714288243e-07,-2.04835484631188e-09,1.30779752972386e-07,"Alone-MHNAT1"
"167","b|MHNAT1-2-0|Q|358",1558983311,17382,"Maple","MHNAT1",1560271361,143700,1561390907,169054,1562860626,175884,1565281404,213140,1.63991506934491e-06,1.45139545340301e-07,2.69483461264592e-08,7.93647909720118e-08,"Maple-MHNAT1"
"168","b|MHNAT1-2-0|Q|359",1559074570,31783,"Maple","MHNAT1",1560371765,100361,1561479261,136691,1562943844,103993,1565364265,115824,8.86406538671034e-07,2.78961927071713e-07,-1.86673827825482e-07,4.45163086781122e-08,"Maple-MHNAT1"
"169","b|MHNAT1-2-0|Q|364",1559062029,23557,"Maple","MHNAT1",1560364422,100605,1561475530,109476,1562938862,142074,1565358067,147049,1.11470112478287e-06,7.60532629875104e-08,1.78115903616605e-07,1.42269117112549e-08,"Maple-MHNAT1"
"170","b|MSMID1-1-20|Q|375",1559069662,31151,"Garlic Mustard","MSMID1",1560365182,51843,1561476289,68525,1562939776,75185,1565359051,77141,3.9318078709171e-07,2.51081778306576e-07,6.3378151487123e-08,1.06160619048528e-08,"Garlic Mustard-MSMID1"
"171","b|MSMID1-1-20|Q|377",1558984129,30164,"Alone","MSMID1",1560277653,130156,1561391296,138386,1562861150,150149,1565282118,169221,1.1303111273472e-06,5.50563788992713e-08,5.55029631534263e-08,4.93923994639168e-08,"Alone-MSMID1"
"172","b|MSMID1-1-20|Q|378",1558986311,27945,"Maple","MSMID1",1560279114,118161,1561392431,153037,1562862275,117290,1565283625,143611,1.11525871193564e-06,2.32307259238317e-07,-1.80992147253861e-07,8.36139983142715e-08,"Maple-MSMID1"
"173","b|MSMID1-1-20|Q|379",1559074073,23541,"Alone","MSMID1",1560371363,94669,1561478661,101058,1562943140,94649,1565363506,109278,1.07273085837648e-06,5.89796173818046e-08,-4.47389802688493e-08,5.93793590247517e-08,"Alone-MSMID1"
"174","b|MSMID1-1-20|Q|600",1559070549,13497,"Alone","MSMID1",1560365688,109168,1561476803,151571,1562940362,142873,1565359775,165450,1.61405111076566e-06,2.95348530044503e-07,-4.03796760271956e-08,6.0639878598999e-08,"Alone-MSMID1"
"175","b|PDVRT1-20|Q|404",1559056392,58571,"Maple","PDVRT1",1560356331,99266,1561472198,114956,1562874176,132073,1565292409,135444,4.05837060123148e-07,1.31508800611266e-07,9.90067986589558e-08,1.04222673071571e-08,"Maple-PDVRT1"
"176","b|PDVRT1-20|Q|405",1559081914,51817,"Garlic Mustard","PDVRT1",1560374580,82234,1561485889,112513,1562946364,100062,1565367067,80128,3.57285301148407e-07,2.82099693853911e-07,-8.03018036299857e-08,-9.17769085385195e-08,"Garlic Mustard-PDVRT1"
"177","b|PDVRT1-20|Q|406",1558982904,32868,"Alone","PDVRT1",1560271212,90338,1561390791,159038,1562860512,164046,1565281239,157884,7.84795756391248e-07,5.05176477928434e-07,2.10949621889126e-08,-1.58160297001785e-08,"Alone-PDVRT1"
"178","b|PDVRT1-20|Q|407",1559055578,83394,"Alone","PDVRT1",1560355832,178545,1561400999,152515,1562873729,125772,1565291816,106145,5.85473535137962e-07,-1.50767981022976e-07,-1.30908046885763e-07,-7.01648286815471e-08,"Alone-PDVRT1"
"179","b|PDVRT1-20|Q|408",1559059172,60572,"Maple","PDVRT1",1560357538,136464,1561473321,150726,1562876256,159454,1565293831,151670,6.25577151190299e-07,8.90879099037566e-08,4.01243538884168e-08,-2.07018898325957e-08,"Maple-PDVRT1"
"180","b|RULEB1-20|N|424",1559075166,34830,"Alone","RULEB1",1560372113,148495,1561483107,162545,1562944076,138354,1565364492,154838,1.11806589109989e-06,8.13718155708864e-08,-1.1029615858814e-07,4.65059688387274e-08,"Alone-RULEB1"
"181","b|SMAKC1-B|N|436",1558972172,47856,"Maple","SMAKC1",1560268482,144466,1561388663,195280,1562858995,183045,1565279183,188004,8.52302060356893e-07,2.69054947669946e-07,-4.40053007298974e-08,1.10450985408726e-08,"Maple-SMAKC1"
"182","b|SMAKC1-B|N|437",1559072608,42925,"Maple","SMAKC1",1560370462,110220,1561478245,137994,1562942547,151871,1565363080,113322,7.26602500490463e-07,2.02866299172346e-07,6.54381885350758e-08,-1.20964329904882e-07,"Maple-SMAKC1"
"183","b|SMAKC1-B|N|438",1558986560,25297,"Alone","SMAKC1",1560279268,94428,1561392577,120837,1562862426,133889,1565284043,123517,1.01890900939213e-06,2.21506240094138e-07,6.97817044267134e-08,-3.32968838784e-08,"Alone-SMAKC1"
"184","b|SMAKC1-B|N|439",1559073928,75504,"Maple","SMAKC1",1560371270,160063,1561478729,165768,1562943217,155753,1565363570,159384,5.79170220921397e-07,3.16235027392838e-08,-4.25526199842426e-08,9.52132428088925e-09,"Maple-SMAKC1"
"185","b|SMAKC1-B|N|440",1559055863,88955,"Alone","SMAKC1",1560356019,127635,1561401375,124292,1562873985,124372,1565292201,130632,2.77692833846777e-07,-2.53894290007682e-08,4.36937517558976e-10,2.0307174882299e-08,"Alone-SMAKC1"
"186","b|SMAKC1-B|N|444",1559082394,40525,"Alone","SMAKC1",1560375015,99510,1561486342,113815,1562946899,105838,1565367567,104459,6.94974841044151e-07,1.20861080107188e-07,-4.97513619931708e-08,-5.41791491467383e-09,"Alone-SMAKC1"
"187","b|SMITH1-20|Q|459",1558997993,12898,"Maple","SMITH1",1560354454,74579,1561399243,118174,1562872631,113040,1565284949,33582,1.29365068782081e-06,4.40566610460626e-07,-3.01457431719068e-08,-5.03147399820005e-07,"Maple-SMITH1"
"188","b|SMITH1-20|Q|460",1559073740,21869,"Alone","SMITH1",1560371147,66265,1561478828,77618,1562943364,78941,1565363694,94054,8.54467214549062e-07,1.42764482482902e-07,1.15404325668182e-08,7.23737454843032e-08,"Alone-SMITH1"
"189","b|SMITH1-20|Q|462",1558997366,29280,"Garlic Mustard","SMITH1",1560353881,80161,1561399186,86228,1562872551,92387,1565285594,92282,7.4244105167693e-07,6.97957424890785e-08,4.68256848761986e-08,-4.71259678960535e-10,"Garlic Mustard-SMITH1"
"190","b|SMITH1-20|Q|463",1558996069,16644,"Alone","SMITH1",1560283864,55655,1561398445,52097,1562871743,59140,1565286405,95002,9.3735581348312e-07,-5.92729962359354e-08,8.60655134920346e-08,1.96296802445305e-07,"Alone-SMITH1"
"191","b|SMITH1-20|Q|464",1558995483,19544,"Maple","SMITH1",1560283608,47726,1561398268,56703,1562871054,67988,1565286698,49223,6.93106638575903e-07,1.54621854750241e-07,1.23238610109124e-07,-1.3369942966622e-07,"Maple-SMITH1"
"192","b|VRCAN-1-40|Q|481",1558987671,25034,"Garlic Mustard","VRCAN",1560280278,84866,1561393294,96118,1562862946,92990,1565290230,101249,9.44477819676798e-07,1.11860980761119e-07,-2.25118890985825e-08,3.50560004122138e-08,"Garlic Mustard-VRCAN"
"193","b|VRCAN-1-40|Q|482",1559082937,10671,"Maple","VRCAN",1560375444,55080,1561486773,100128,1562947458,94621,1565368231,99056,1.26982437404674e-06,5.37790963455481e-07,-3.87283560447092e-08,1.89220170745345e-08,"Maple-VRCAN"
"194","b|VRCAN-1-40|Q|483",1558974322,13152,"Maple","VRCAN",1560270563,79863,1561389769,142956,1562860069,141916,1565280521,100456,1.39151502564394e-06,5.2021185012918e-07,-4.96603232949362e-09,-1.42748343112983e-07,"Maple-VRCAN"
"195","b|VRCAN-1-40|Q|484",1558994496,22724,"Alone","VRCAN",1560283033,99735,1561397960,84603,1562870576,82824,1565287577,105050,1.14788712611873e-06,-1.4758539486995e-07,-1.44313605940361e-08,9.83526911355015e-08,"Alone-VRCAN"
"196","b|VRCAN-1-40|Q|485",1559081200,18216,"Alone","VRCAN",1560373943,146219,1561485124,167122,1562945665,148478,1565365940,112613,1.61115176726591e-06,1.20249164441407e-07,-8.09886785140952e-08,-1.14234802717643e-07,"Alone-VRCAN"
"197","b|VRCAN-1-40|Q|486",1559082844,4383,"Maple","VRCAN",1560375359,49500,1561486436,118651,1562947033,153443,1565367692,125021,1.87559854093606e-06,7.86816522546712e-07,1.76053183433888e-07,-8.46246577350972e-08,"Maple-VRCAN"
"198","b|VRCAN-1-40|Q|487",1558973134,25305,"Maple","VRCAN",1560269937,99178,1561389311,152088,1562859631,139540,1565279868,118736,1.05329353096477e-06,3.81948379350941e-07,-5.85641235773408e-08,-6.67078295569036e-08,"Maple-VRCAN"
"199","b|VRCAN-1-40|Q|488",1558988236,44104,"Alone","VRCAN",1560280603,75776,1561393765,82538,1562863459,94503,1565289807,98207,4.18790590083237e-07,7.67877214038449e-08,9.21095048851766e-08,1.58451779745015e-08,"Alone-VRCAN"
"200","b|VRCAN-1-40|Q|490",1558984727,23155,"Garlic Mustard","VRCAN",1560278022,64082,1561391609,59566,1562861472,65742,1565282509,66277,7.87100215593969e-07,-6.56244835531291e-08,6.71171729327642e-08,3.34771354590606e-09,"Garlic Mustard-VRCAN"
"201","b|VRPET2-3-20|Q|509",1558994699,11734,"Garlic Mustard","VRPET2",1560283186,28810,1561397834,27762,1562870238,36035,1565287359,40283,6.97121459970313e-07,-3.32431134703681e-08,1.77140587246087e-07,4.61039622551013e-08,"Garlic Mustard-VRPET2"
"202","b|VRPET2-3-20|Q|510",1559079739,42150,"Maple","VRPET2",1560372441,140209,1561483331,155199,1562944311,112689,1565364831,89770,9.29757579164292e-07,9.14347936165493e-08,-2.19083322431765e-07,-9.39388925745019e-08,"Maple-VRPET2"
"203","b|VRPET2-3-20|Q|511",1559062840,28902,"Maple","VRPET2",1560364864,59648,1561475963,84347,1562939476,98633,1565358639,86578,5.5647962110298e-07,3.11834159874779e-07,1.06911690532578e-07,-5.38864679595013e-08,"Maple-VRPET2"
"204","b|VRPET2-3-20|Q|512",1558997733,25720,"Alone","VRPET2",1560354167,115805,1561399401,124405,1562872784,136532,1565285243,129463,1.10926063688337e-06,6.85345389871893e-08,6.31313426048035e-08,-2.2037221504999e-08,"Alone-VRPET2"
"205","b|VRPET2-3-20|Q|513",1559079986,1359,"Garlic Mustard","VRPET2",1560372661,15059,1561483673,17842,1562944792,19454,1565365163,19169,1.86065846708235e-06,1.52635083497666e-07,5.91994737975871e-08,-6.09754190214077e-09,"Garlic Mustard-VRPET2"
