"","Tag","ChlorA","ChlorB","gluc_Conc","flav_Conc","Family","treatment","gh_row","gh_bench","GM_TotalLeaf_Area","comp_number","ThripsDam","WhiteFungDam","BlackPathDam","Fern","gh_col","GM_Leaf_Area","Latitude","Longitude","Altitude","GM_StemHeight_Bolt","GM_Leaf_Number_Bolt","Larg_Leaf_Len_Bolt","Larg_Leaf_Wid_Bolt","Row_Field","Col_Field","Maple_Died","Maple_TotalLeafArea_End","GM_Fecundity","MapleFinalMass","RGR1","NumberOfSamples","maple_height_0","maple_leaf_length_0","maple_leaves_0","Maple_StemHeight_End","Maple_LeafNum_End","MapleDamage","GreenhouseSurvival","WhiteFungLogis","Bolt_Survival","Maple_SurvivalY2","Maple_SurvivalY1","GM_Fecundity2","PCCG_1","PCCG_2","PC1BoltSize","GM_FecundityMS","PCCG_1_T","PCCG_2_T","GM_Fecundity2MS"
"54","a|MSMID1-1-20|Q|366",-1.42216697889068,0.078763865,-1.88557036917946,-2.04462766060923,"MSMID1","gm",9,4,5094,6,0.346573590279973,0,0.693147180559945,0,1,2547,41.60111111,-72.70111111,5,199,20,29,25,4,4,"",NA,1.35,NA,5.26543480888741e-07,2,NA,NA,NA,NA,NA,NA,1,"0",1,NA,NA,1.4,-0.925944101544669,-0.0877669979064836,3.11782534680275,0.659256559766764,-4.84617177571778,1.44973684065612,2.40554962646745
"55","a|MSMID1-1-20|Q|367",NA,NA,NA,NA,"MSMID1","gm",12,5,5291,43,0,0,0,0,5,2750,41.60111111,-72.70111111,5,NA,NA,NA,NA,8,6,"",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,"0",0,NA,NA,0,NA,NA,NA,NA,NA,NA,0
"56","a|MSMID1-1-20|Q|368",-0.974361957788546,0.107414455,-1.90351654412033,-2.56324252498319,"MSMID1","gm",19,2,4051,58,1.94591014905531,0,2.63905732961526,1.6094379124341,4,2679,41.60111111,-72.70111111,5,NA,NA,NA,NA,3,5,"",NA,NA,NA,3.2121008522061e-07,1,NA,NA,NA,NA,NA,NA,1,"0",0,NA,NA,0,-0.220404532211779,-0.864326548808237,NA,NA,-4.14063220638489,0.673177289754364,0
"57","a|MSMID1-1-20|Q|369",NA,NA,NA,NA,"MSMID1","gm",22,3,6897,50,NA,NA,NA,0,5,NA,41.60111111,-72.70111111,5,NA,NA,NA,NA,8,3,"",NA,NA,NA,5.66276366044844e-07,1,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0
"58","a|MSMID1-1-20|Q|370",-2.18934683601199,0.0798762175,NA,NA,"MSMID1","gm",7,2,7518,72,0.693147180559945,0,0,0,3,3759,41.60111111,-72.70111111,5,NA,NA,NA,NA,1,3,"",NA,NA,NA,8.39365286478266e-07,2,NA,NA,NA,NA,NA,NA,1,"0",0,NA,NA,0,NA,NA,NA,NA,NA,NA,0
"59","a|MSMID1-1-20|Q|371",NA,NA,NA,NA,"MSMID1","gm",16,3,4588,73,NA,NA,NA,0,1,NA,41.60111111,-72.70111111,5,62,7,19,18,7,6,"",NA,0.26,NA,2.32654169401364e-07,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,0.31,NA,NA,-0.125425254919154,0.126967930029155,NA,NA,0.532657417289221
"60","a|MSMID1-1-20|Q|372",NA,NA,NA,NA,"MSMID1","gm",7,3,6986,87,NA,NA,NA,0,5,NA,41.60111111,-72.70111111,5,NA,NA,NA,NA,1,6,"",NA,NA,NA,8.78510810687376e-07,1,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0
"61","a|MSMID1-1-20|Q|373",NA,NA,NA,NA,"MSMID1","gm",1,3,4501,65,NA,NA,NA,0,3,NA,41.60111111,-72.70111111,5,NA,NA,NA,NA,4,1,"",NA,NA,NA,5.93014155548051e-07,1,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0
"62","a|MSMID1-1-20|Q|375",NA,NA,NA,NA,"MSMID1","gm",20,4,7160,90,NA,NA,NA,0,5,NA,41.60111111,-72.70111111,5,NA,NA,NA,NA,6,3,"",NA,NA,NA,9.92072697200957e-07,1,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0
"63","a|PDVRT1-20|Q|398",NA,NA,NA,NA,"PDRVT1","gm",1,3,4566,64,0,0.5,0.916290731874155,0,5,NA,40.216898,-74.522681,52,NA,NA,NA,NA,4,1,"",NA,NA,NA,7.06944371883883e-07,1,NA,NA,NA,NA,NA,NA,1,"1",0,NA,NA,0,NA,NA,NA,NA,NA,NA,0
"64","a|PDVRT1-20|Q|399",-1.36211671059362,0.1063790575,-1.62288174340932,-2.52414779733721,"PDRVT1","gm",1,3,7405,65,1.03972077083992,0,0,0,3,2663.5,40.216898,-74.522681,52,NA,NA,NA,NA,4,1,"",NA,NA,NA,1.92393960019199e-07,2,NA,NA,NA,NA,NA,NA,1,"0",0,NA,NA,0,-0.196801680326039,0.456327315778837,NA,NA,-4.11702935449915,1.99383115434144,0
"65","a|PDVRT1-20|Q|401",-1.39209914728478,0.0910527275,-1.90694410869275,-2.3315653007584,"PDRVT1","gm",10,4,6561,42,0.346573590279973,1,1.03972077083992,0,3,3133.5,40.216898,-74.522681,52,NA,NA,NA,NA,4,3,"",NA,NA,NA,7.06575351722562e-07,2,NA,NA,NA,NA,NA,NA,1,"1",0,NA,NA,0,-0.926846485018313,-0.189227125915154,NA,NA,-4.84707415919142,1.34827671264745,0
"66","a|PDVRT1-20|Q|402",NA,NA,NA,NA,"PDRVT1","gm",19,4,2067,62,0,1,1.94591014905531,0,2,NA,40.216898,-74.522681,52,NA,NA,NA,NA,6,3,"",NA,NA,NA,5.30903349974969e-07,1,NA,NA,NA,NA,NA,NA,1,"1",0,NA,NA,0,NA,NA,NA,NA,NA,NA,0
"67","a|PDVRT1-20|Q|403",-0.863574075464002,0.11071499,-1.47079897456966,-1.99280204172786,"PDRVT1","gm",18,4,6461,63,0,6,0,0,5,2054.5,40.216898,-74.522681,52,NA,NA,NA,NA,7,6,"",NA,NA,NA,6.55278731750697e-07,2,NA,NA,NA,NA,NA,NA,1,"1",0,NA,NA,0,1.00052480329649,0.0125207026844637,NA,NA,-2.91970287087662,1.55002454124706,0
"68","a|RULEB1-20|N|421",-1.2402882455146,0.1198254375,NA,NA,"RULEB1","a",4,2,8124,NA,0.895879734614027,0,0.895879734614027,0,4,2140,40.328062,-76.505785,146.3,NA,NA,NA,NA,7,3,"",NA,NA,NA,1.21116303029552e-06,2,NA,NA,NA,NA,NA,NA,1,"0",0,NA,NA,0,NA,NA,NA,NA,NA,NA,0
"69","a|SMAKC1-B|N|431",-0.855608123503679,0.08631062,-1.56641593718305,-2.71618974434988,"SMAKC1","a",4,2,2024,NA,0,0,2.83321334405622,0,2,1435,41.173591,-81.643766,307,NA,NA,NA,NA,7,3,"",NA,NA,NA,1.01970194056838e-06,1,NA,NA,NA,NA,NA,NA,1,"0",0,NA,NA,0,0.784971546716398,-0.234322427298531,NA,NA,-3.13525612745671,1.30318141126407,0
"70","a|SMAKC1-B|N|432",-1.35331658228418,0.0772137525000001,-1.50877518888686,-2.20867696776264,"SMAKC1","m",1,4,11096,NA,1.31952866480763,0,1.03972077083992,0,2,4064,41.173591,-81.643766,307,NA,NA,NA,NA,6,5,"",3002,NA,0.59,8.23468243518377e-07,2,56,25,2,75,4,1,1,"0",0,1,1,0,0.0910322497802512,0.720950732788787,NA,NA,-3.82919542439286,2.25845457135139,0
"71","a|SMAKC1-B|N|433",-1.51316165397952,0.0729169149999999,-2.01592725584221,-2.67166251572359,"SMAKC1","gm",3,1,2912,85,1.38629436111989,0,1.09861228866811,0,6,2744,41.173591,-81.643766,307,NA,NA,NA,NA,7,4,"",NA,NA,NA,6.10121360214395e-07,1,NA,NA,NA,NA,NA,NA,1,"0",0,NA,NA,0,-1.39006094955538,-0.257644305228331,NA,NA,-5.31028862372849,1.27985953333427,0
"72","a|SMAKC1-B|N|434",-1.35884940312418,0.15429808,-1.8399798891026,-2.30210303876086,"SMAKC1","gm",16,4,2988,18,1.6094379124341,0,0.693147180559945,0,1,2205,41.173591,-81.643766,307,NA,NA,NA,NA,8,4,"",NA,NA,NA,4.95163513278137e-07,1,NA,NA,NA,NA,NA,NA,1,"0",0,NA,NA,0,-0.710985198717602,-0.0798828591859822,NA,NA,-4.63121287289071,1.45762097937662,0
"73","a|SMITH1-20|Q|449",NA,NA,NA,NA,"SMITH1","gm",21,4,5903,60,0.549306144334055,1,0,0,1,1726.5,42.43150556,-76.38616667,326,63,8,12,15,9,6,"",NA,0.99,NA,8.84383096866062e-07,2,NA,NA,NA,NA,NA,NA,1,"1",1,NA,NA,1.04,NA,NA,-0.592965489389253,0.483454810495627,NA,NA,1.78697972251868
"74","a|SMITH1-20|Q|450",-1.12092285413526,0.15294694,-1.55767004229655,-2.53039786311375,"SMITH1","m",18,1,13042,NA,2.63649977928187,0,0,0,4,6251,42.43150556,-76.38616667,326,NA,NA,NA,NA,9,3,"",9155,NA,1.04,8.18133662203278e-07,2,96,43,4,140,6,0.833333333333333,1,"0",0,1,1,0,0.362438416467501,0.221158409311893,NA,NA,-3.55778925770561,1.75866224787449,0
"75","a|SMITH1-20|Q|451",-1.65539373963418,0.11053361,-1.52936861249876,-2.54623958445627,"SMITH1","gm",3,1,8765,85,2.19722457733622,0,1.09861228866811,0,6,3190,42.43150556,-76.38616667,326,NA,NA,NA,NA,7,4,"",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,"0",0,NA,NA,0,-0.4631748072631,1.16483775692331,NA,NA,-4.38340248143621,2.70234159548591,0
"76","a|SMITH1-20|Q|452",-1.69306088772571,0.0907701125000001,-1.78167908865367,-2.46271111309555,"SMITH1","a",13,4,9731,NA,0.549306144334055,0,0.80471895621705,0,2,3447,42.43150556,-76.38616667,326,NA,NA,NA,NA,5,4,"",NA,NA,NA,7.00145527189309e-07,2,NA,NA,NA,NA,NA,NA,1,"0",0,NA,NA,0,-1.13006330341976,0.609498713762359,NA,NA,-5.05029097759287,2.14700255232496,0
"77","a|SMITH1-20|Q|453",-1.1376830502365,0.1098165275,-1.32101098296207,-2.30867127818874,"SMITH1","gm",4,3,8220,47,0.693147180559945,0,1.44518587894808,0,6,1835,42.43150556,-76.38616667,326,NA,NA,NA,NA,1,6,"",NA,NA,NA,4.24447333673102e-07,2,NA,NA,NA,NA,NA,NA,1,"0",0,NA,NA,0,0.900889771957445,0.827276761924417,NA,NA,-3.01933790221567,2.36478060048702,0
"78","a|SMITH1-20|Q|454",-1.0878005758346,0.31219289,NA,NA,"SMITH1","a",3,4,3558,NA,0,0,0.346573590279973,0,5,1779,42.43150556,-76.38616667,326,NA,NA,NA,NA,3,2,"",NA,NA,NA,6.98429940195996e-07,2,NA,NA,NA,NA,NA,NA,1,"0",0,NA,NA,0,NA,NA,NA,NA,NA,NA,0
"79","a|SMITH1-20|Q|455",-1.35168368554338,0.1353467275,-1.72438728035591,-2.25753520117491,"SMITH1","gm",21,4,6068,84,0.346573590279973,0,0.346573590279973,0,3,1864,42.43150556,-76.38616667,326,NA,NA,NA,NA,9,6,"",NA,NA,NA,3.30693940950212e-07,2,NA,NA,NA,NA,NA,NA,1,"0",0,NA,NA,0,-0.422326137221692,0.191048508345077,NA,NA,-4.3425538113948,1.72855234690768,0
"80","a|SMITH1-20|Q|456",-2.10946901728517,0.110555215,-2.03439128747713,-2.72468784250548,"SMITH1","m",15,1,6162,NA,1.15129254649702,0,0,2.77258872223978,4,2704,42.43150556,-76.38616667,326,3,2,2,2,6,4,"",6602,NA,0.859999999999999,5.05880622869358e-07,2,85,35,2,102,4,0.5,1,"0",1,1,1,NA,-2.43096988409653,0.672854454128018,-2.88278674916398,NA,-6.35119755826964,2.21035829269062,NA
"81","a|SMITH1-20|Q|457",-1.59389861540614,0.04437826,NA,NA,"SMITH1","a",3,3,12912,NA,0,0,0,0,1,2776.5,42.43150556,-76.38616667,326,NA,NA,NA,NA,7,5,"",NA,NA,NA,6.3848292839226e-07,2,NA,NA,NA,NA,NA,NA,1,"0",0,NA,NA,0,NA,NA,NA,NA,NA,NA,0
"82","a|SMITH1-20|Q|48",-1.77065527624567,0.0549652599999999,-1.90461042254293,-2.45605196001935,"SMITH1","gm",14,4,4050,21,1.35402510055111,0,0.346573590279973,0,3,2025,42.43150556,-76.38616667,326,NA,NA,NA,NA,5,5,"",NA,NA,NA,7.633275005358e-07,2,NA,NA,NA,NA,NA,NA,1,"0",0,NA,NA,0,-1.55400813577569,0.43585403419213,NA,NA,-5.4742358099488,1.97335787275473,0
"83","a|VRCAN-1-40|Q|489",-0.553915938419628,0.208815395,-1.59946445562724,-1.9555179771931,"VRCAN","a",13,1,11320,NA,1.03972077083992,0,0.346573590279973,0,4,3280,42.003658,-73.328612,203,NA,NA,NA,NA,5,3,"",NA,NA,NA,1.05505980173791e-06,2,NA,NA,NA,NA,NA,NA,1,"0",0,NA,NA,0,1.21013811942023,-0.808748805047543,NA,NA,-2.71008955475288,0.728755033515058,0
"84","a|VRPET2-3-20|Q|505",-1.57311353700231,0.079962535,NA,NA,"VRPET2","gm",6,3,4234,34,0.549306144334055,0,0.346573590279973,0,6,2117,42.531117,-72.189784,329.1,NA,NA,NA,NA,3,2,"",NA,NA,NA,6.21382396470793e-07,2,NA,NA,NA,NA,NA,NA,1,"0",0,NA,NA,0,NA,NA,NA,NA,NA,NA,0
"85","a|VRPET2-3-20|Q|507",-1.08773957588984,0.0663771625000001,NA,NA,"VRPET2","a",19,3,12786,NA,0.895879734614027,0,0,0,2,4316,42.531117,-72.189784,329.1,NA,NA,NA,NA,4,2,"",NA,NA,NA,4.18614189429281e-07,2,NA,NA,NA,NA,NA,NA,1,"0",0,NA,NA,0,NA,NA,NA,NA,NA,NA,0
"86","a|VRPET2-3-20|Q|508",-1.69384102189811,0.17034283,NA,NA,"VRPET2","m",1,2,10444,NA,0.895879734614027,0,0.346573590279973,0,1,3302,42.531117,-72.189784,329.1,84,8,20,17,1,2,"",5288,0.129999999999999,0.63,6.73711618664683e-07,2,116,46,2,104,2,1,1,"0",1,1,1,0.179999999999999,NA,NA,0.173341055139381,0.0634839650145768,NA,NA,0.309284951974385
"87","a|VSGARO1-1-0|Q|531",NA,NA,NA,NA,"VSGAR01","gm",9,3,4682,38,0,0.5,0,0,5,2341,44.22842,-69.78268,62,NA,NA,NA,NA,3,2,"",NA,NA,NA,4.50996128717817e-07,2,NA,NA,NA,NA,NA,NA,1,"1",0,NA,NA,0,NA,NA,NA,NA,NA,NA,0
"88","a|VSGARO1-1-0|Q|533",-2.15283373314261,0.040055805,-1.9224368509219,-2.64096397707687,"VSGAR01","m",17,3,5457,NA,0,0,0,0,5,2601,44.22842,-69.78268,62,NA,NA,NA,NA,7,6,"",10234,NA,1.43,9.06097465453035e-07,1,131,56,2,131,2,1,1,"0",0,1,1,0,-2.23547954364907,1.01756487030712,NA,NA,-6.15570721782218,2.55506870886972,0
"89","a|VSGARO1-1-0|Q|534",-1.51861763809581,0.0791686,-1.93692558194641,-2.41947475635382,"VSGAR01","gm",19,4,3883,62,1.09861228866811,4,1.6094379124341,0,2,1833,44.22842,-69.78268,62,NA,NA,NA,NA,6,3,"",NA,NA,NA,4.82512904034636e-07,1,NA,NA,NA,NA,NA,NA,1,"1",0,NA,NA,0,-1.21008259126618,-0.0555367867072792,NA,NA,-5.13031026543929,1.48196705185532,0
"90","a|WSSWM3-1-0|Q|549",-1.88178395197412,0.318366385,NA,NA,"WSSWM3","gm",8,4,4609,1,2.07944154167984,0,0,0,6,1804,39.90891,-75.35907,23,NA,NA,NA,NA,4,3,"",NA,NA,NA,3.39896949911434e-07,1,NA,NA,NA,NA,NA,NA,1,"0",0,NA,NA,0,NA,NA,NA,NA,NA,NA,0
"91","a|WSSWM3-1-0|Q|550",NA,NA,NA,NA,"WSSWM3","gm",22,3,4356,50,0,0,0,0,5,1440,39.90891,-75.35907,23,NA,NA,NA,NA,8,3,"",NA,NA,NA,1.0164251069158e-06,1,NA,NA,NA,NA,NA,NA,1,"0",0,NA,NA,0,NA,NA,NA,NA,NA,NA,0
"92","a|WSSWM3-1-0|Q|551",-1.39170029927083,0.0835780925,-1.95056974484403,-2.6135923328145,"WSSWM3","gm",22,3,6210,49,1.09861228866811,0.5,0.346573590279973,0,3,2730,39.90891,-75.35907,23,NA,NA,NA,NA,8,3,"",NA,NA,NA,1.06948588026481e-06,2,NA,NA,NA,NA,NA,NA,1,"1",0,NA,NA,0,-1.0306018661391,-0.296556318544542,NA,NA,-4.95082954031221,1.24094752001806,0
"93","a|WSSWM3-1-0|Q|552",-0.850705485233301,0.231693315,-1.17784270583764,-2.15150888201542,"WSSWM3","a",14,1,11662,NA,1.31952866480763,0,0,0,5,4428,39.90891,-75.35907,23,NA,NA,NA,NA,5,3,"",NA,NA,NA,8.42142531076097e-07,2,NA,NA,NA,NA,NA,NA,1,"0",0,NA,NA,0,1.72325261241809,0.707823993973282,NA,NA,-2.19697506175502,2.24532783253588,0
"94","a|WSSWM3-1-0|Q|553",-1.14440554342833,0.121652095,-1.46236550508617,-2.07090460391878,"WSSWM3","m",3,2,12334,NA,0.80471895621705,0,0.346573590279973,0,1,3725,39.90891,-75.35907,23,NA,NA,NA,NA,7,3,"",1854,NA,0.649999999999999,8.72318011921506e-07,2,85,30,2,83,2,1,1,"0",0,1,1,0,0.551307996955054,0.492625285473253,NA,NA,-3.36891967721806,2.03012912403585,0
"95","a|WSSWM3-1-0|Q|554",-1.43880337620153,0.11249247,NA,NA,"WSSWM3","gm",4,3,2560,51,0,0,0.693147180559945,0,1,1280,39.90891,-75.35907,23,NA,NA,NA,NA,7,5,"",NA,NA,NA,1.1426261303619e-06,2,NA,NA,NA,NA,NA,NA,1,"0",0,NA,NA,0,NA,NA,NA,NA,NA,NA,0
"96","a|WSSWM3-1-0|Q|555",-0.976471023750037,0.158675165,-1.37285004861848,-2.25098188741801,"WSSWM3","m",14,1,10012,NA,0.693147180559945,0,0,2.484906649788,4,3494,39.90891,-75.35907,23,NA,NA,NA,NA,5,4,"",3401,NA,0.819999999999999,1.35481921204614e-06,2,90,27,2,13,4,0.5,1,"0",0,1,1,0,1.04627017308104,0.436748984196255,NA,NA,-2.87395750109207,1.97425282275886,0
"97","a|WSSWM3-1-0|Q|556",-1.16256187777222,0.1406337975,-1.56120036087707,-2.22324888414624,"WSSWM3","a",13,1,2254,NA,1.28247467873077,0.5,0,0,5,4760,39.90891,-75.35907,23,NA,NA,NA,NA,5,3,"",NA,NA,NA,1.15362076263245e-06,2,NA,NA,NA,NA,NA,NA,1,"1",0,NA,NA,0,0.284389632705101,0.280653508263978,NA,NA,-3.63583804146801,1.81815734682658,0
"98","a|WSSWM3-1-0|Q|558",-1.41124512652993,0.1196035225,NA,NA,"WSSWM3","a",15,3,8712,NA,0.693147180559945,0,0.346573590279973,0,6,2645,39.90891,-75.35907,23,NA,NA,NA,NA,5,6,"",NA,NA,NA,1.2128496127217e-06,2,NA,NA,NA,NA,NA,NA,1,"0",0,NA,NA,0,NA,NA,NA,NA,NA,NA,0
"99","a|WSSWM3-1-0|Q|559",-1.04060695773038,0.093025065,-1.19063614504547,-2.09180282505419,"WSSWM3","m",5,2,3036,NA,0,0,1.94591014905531,0,2,2808,39.90891,-75.35907,23,NA,NA,NA,NA,7,2,"",2127,NA,0.72,1.6078768269212e-06,1,144,27,2,125,2,1,1,"0",0,1,1,0,1.37521453224525,0.987247853087072,NA,NA,-2.54501314192786,2.52475169164967,0
"100","b|BWPEM1-9-0|Q|4",NA,NA,NA,NA,"BWPEM1","gm",2,3,3450,8,1.09861228866811,0,0,0,2,1725,37.373261,-80.524986,1156,NA,NA,NA,NA,4,1,"",NA,NA,NA,6.77109609032064e-07,2,NA,NA,NA,NA,NA,NA,1,"0",0,NA,NA,0,NA,NA,NA,NA,NA,NA,0
"101","b|BWPEM1-9-0|Q|5",-1.4193163962354,0.0827247950000001,-2.14981963563029,-2.6061786522006,"BWPEM1","gm",13,3,5357,9,2.19722457733622,0,0,0,4,2236,37.373261,-80.524986,1156,NA,NA,NA,NA,2,4,"",NA,NA,NA,5.67569613183183e-07,1,NA,NA,NA,NA,NA,NA,1,"0",0,NA,NA,0,-1.55368478920019,-0.738592740432155,NA,NA,-5.4739124633733,0.798911098130446,0
"102","b|BWPEM1-9-0|Q|6",NA,NA,NA,NA,"BWPEM1","gm",8,4,2129,10,NA,NA,NA,0,5,NA,37.373261,-80.524986,1156,NA,NA,NA,NA,4,3,"",NA,NA,NA,7.99434751585629e-07,1,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0
"103","b|BWPEM1-9-0|Q|7",-1.69592097341046,0.0819355924999999,-2.10837301358303,-2.54826481036699,"BWPEM1","m",6,3,7115,NA,0,0,0,0,1,3557.5,37.373261,-80.524986,1156,NA,NA,NA,NA,1,5,"",8904,NA,0.88,1.15800927925458e-06,2,100,17,3,108,8,0.25,1,"0",0,1,1,0,-1.91681637568353,-0.184677794348787,NA,NA,-5.83704404985663,1.35282604421381,0
"104","b|BWPEM1-9-0|Q|8",NA,NA,NA,NA,"BWPEM1","gm",12,4,952,11,NA,NA,NA,0,3,NA,37.373261,-80.524986,1156,NA,NA,NA,NA,3,6,"",NA,NA,NA,9.643097868454e-07,1,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0
"105","b|CBMCK1-1-0|N|37",-1.43725514025032,0.103496735,-1.90313650261663,-2.2725688806372,"CBMCK1","gm",13,3,6275,9,0.346573590279973,0,0,0,4,1733.5,40.04498333,-105.2325,1606.9,NA,NA,NA,NA,2,4,"",NA,NA,NA,4.74546670329445e-07,2,NA,NA,NA,NA,NA,NA,1,"0",0,NA,NA,0,-0.993209789260911,-0.10603450352933,NA,NA,-4.91343746343402,1.43146933503327,0
"106","b|CBMCK1-1-0|N|38",-1.04104970682727,0.127499045,-1.45081038003036,-1.75904693052034,"CBMCK1","a",5,3,5619,NA,0,0,0,0,6,1609,40.04498333,-105.2325,1606.9,61,22,28,30,1,5,"",NA,9.64,NA,5.58522618936172e-07,2,NA,NA,NA,NA,NA,NA,1,"0",1,NA,NA,9.69,0.751723088536466,0.351775062689442,2.01686796303977,4.70758017492711,-3.16850458563664,1.88927890125204,16.6498399146211
"107","b|CBMCK1-1-0|N|39",-1.65579787725614,0.0651077100000001,NA,NA,"CBMCK1","gm",7,3,4092,25,0.895879734614027,0,0,0,4,2046,40.04498333,-105.2325,1606.9,NA,NA,NA,NA,4,4,"",NA,NA,NA,8.91107049158903e-07,2,NA,NA,NA,NA,NA,NA,1,"0",0,NA,NA,0,NA,NA,NA,NA,NA,NA,0
"108","b|CBMCK1-1-0|N|40",-1.57729871272488,0.08708439,-1.53558361825579,NA,"CBMCK1","gm",1,3,7113,64,1.6661022550876,0,0,0,5,2632.5,40.04498333,-105.2325,1606.9,NA,NA,NA,NA,4,1,"",NA,NA,NA,7.07706326241415e-07,2,NA,NA,NA,NA,NA,NA,1,"0",0,NA,NA,0,-0.347517029457137,1.02186517898704,NA,NA,-4.26774470363025,2.55936901754964,0
"109","b|CRSOSO-3-40|Q|69",-1.76513226521588,0.0675124575000001,-1.88557167510909,-2.15571080398947,"CRSORO","gm",13,4,4083,33,1.03972077083992,0,2.19101331733694,0,3,1766.5,44.89568,-68.675117,59,NA,NA,NA,NA,5,4,"",NA,NA,NA,4.10428133517897e-07,2,NA,NA,NA,NA,NA,NA,1,"0",0,NA,NA,0,-1.49920552933707,0.473372505917159,NA,NA,-5.41943320351018,2.01087634447976,0
"110","b|CRSOSO-3-40|Q|70",-0.480322429415385,0.20356135,-1.50352268032989,-2.46658390910168,"CRSORO","gm",9,4,1260,69,1.6094379124341,6,2.07944154167984,0,5,1260,44.89568,-68.675117,59,21,3,7,8,4,4,"",NA,0.629999999999999,NA,4.76155622226165e-07,1,NA,NA,NA,NA,NA,NA,1,"1",1,NA,NA,0.679999999999999,1.56279354071169,-0.694554941686476,-2.02588469419797,0.307653061224489,-2.35743413346142,0.842948896876125,1.1684098185699
"111","b|CRSOSO-3-40|Q|71",-1.17535726234849,0.07966099,-1.92858672491573,-2.51040708852827,"CRSORO","gm",12,4,3065,86,2.89037175789616,5,1.6094379124341,0,5,2809,44.89568,-68.675117,59,NA,NA,NA,NA,3,5,"",NA,NA,NA,8.54742891317399e-07,1,NA,NA,NA,NA,NA,NA,1,"1",0,NA,NA,0,-0.616371219089133,-0.596771507332618,NA,NA,-4.53659889326224,0.940732331229983,0
"112","b|CRSOSO-3-40|Q|72",NA,NA,NA,NA,"CRSORO","gm",7,3,2365,87,1.52226121886171,0,1.86883480914168,0,5,1182.5,44.89568,-68.675117,59,NA,NA,NA,NA,1,6,"",NA,NA,NA,8.19882834301714e-07,2,NA,NA,NA,NA,NA,NA,1,"0",0,NA,NA,0,NA,NA,NA,NA,NA,NA,0
"113","b|CRSOSO-3-40|Q|73",NA,NA,NA,NA,"CRSORO","gm",11,2,861,88,NA,NA,NA,2.77258872223978,3,NA,44.89568,-68.675117,59,77,9,17,15,4,5,"",NA,1.61,NA,7.54779211623685e-07,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1.66,NA,NA,-0.105949237303585,0.786224489795918,NA,NA,2.85229455709712
"114","b|CRSOSO-3-40|Q|74",-1.45011328334454,0.0757688875,NA,NA,"CRSORO","m",21,3,7518,NA,1.93560050545395,0,0,0,6,2255,44.89568,-68.675117,59,28,9,9,12,4,2,"",2976,-0.0400000000000009,0.62,6.58729663664244e-07,2,57,31,2,69,2,1,1,"0",1,1,1,0.0099999999999991,NA,NA,-1.2218686963564,-0.0195335276967934,NA,NA,0.0171824973319088
"115","b|CRSOSO-3-40|Q|75",-1.17762520443059,0.1236797825,-1.82003717256222,-1.99239765893466,"CRSORO","m",12,1,16025,NA,1.28247467873077,0,0,0,6,5420.5,44.89568,-68.675117,59,NA,NA,NA,NA,8,2,"",4327,NA,0.76,1.11642561912072e-06,2,75,34,2,89,3,1,1,"0",0,1,1,0,-0.360338510003889,-0.32762745636383,NA,NA,-4.280566184177,1.20987638219877,0
"116","b|CRSOSO-3-40|Q|76",-1.86800307955127,0.0780691075,-2.17735420494008,-2.79522875998542,"CRSORO","m",13,2,5094,NA,1.73286795139986,1,0.693147180559945,0,1,2547,44.89568,-68.675117,59,NA,NA,NA,NA,9,2,"",4896,NA,0.56,6.91538453483304e-07,2,86,42,2,94,2,1,1,"1",0,1,1,0,-2.36956045696384,-0.0718035220913156,NA,NA,-6.28978813113695,1.46570031647129,0
"117","b|CRSOSO-3-40|Q|77",-1.302925565845,0.1803800325,-1.38738443936815,-2.24385476657991,"CRSORO","a",16,1,12801,NA,0.346573590279973,0,0,1.79175946922805,2,2720,44.89568,-68.675117,59,NA,NA,NA,NA,9,3,"",NA,NA,NA,5.91174486395691e-07,2,NA,NA,NA,NA,NA,NA,1,"0",0,NA,NA,0,0.465819761081978,0.935337062749176,NA,NA,-3.45440791309113,2.47284090131178,0
"118","b|CRSOSO-3-40|Q|78",-1.60835272902647,0.089661155,-1.91419063724191,-2.30133503812223,"CRSORO","m",13,2,8684,NA,0.895879734614027,0.5,0,0,2,3016,44.89568,-68.675117,59,NA,NA,NA,NA,9,2,"Y",9177,NA,NA,8.95844103453763e-07,2,108,47,4,122,4,0.75,1,"1",0,0,1,0,-1.30565443754198,0.146876454443745,NA,NA,-5.22588211171509,1.68438029300635,0
